"short_name","preferred_foot","age","height_cm","pace","shooting","passing","dribbling","defending","weight_kg","wage_eur","team_jersey_number","league_name"
"Vallejo","Right",23,184.35999834756592,70,41,53,63,77,78.77587772910633,20000,20,"Spain Primera Division"
"M. Mittelstädt","Left",23,180.47936026752018,78,63,69,76,73,71.37899999189321,31000,17,"German 1. Bundesliga"
"Borja Mayoral","Right",23,181.62522867123982,67,76,69,77,38,74.46813895873365,105000,16,"Spain Primera Division"
"G. Mancini","Right",24,190.39451863763372,54,45,48,57,78,76.57116878082309,35000,23,"Italian Serie A"
"S. Ascacíbar","Right",23,168.48072112251205,62,46,61,68,77,69.65803632203814,31000,18,"German 1. Bundesliga"
"A. Ndiaye","Right",23,173.4414774339554,92,71,67,80,46,62.673686737673826,23000,11,"Spain Primera Division"
"Luiz Araújo","Left",24,174.58830807167604,88,67,69,82,38,70.27237117259915,28000,11,"French Ligue 1"
"Z. Steffen","Right",25,191.27196277246995,,,,,,86.32397494597036,64000,13,"English Premier League"
"D. Samassékou","Right",24,176.41007053832655,60,49,67,72,75,68.46793911501415,25000,18,"German 1. Bundesliga"
"M. Terrier","Right",23,184.38700544654145,84,75,73,75,35,72.57364380639463,39000,21,"French Ligue 1"
"J. McGinn","Left",25,178.29105153460608,70,71,72,78,71,67.8821566968934,49000,7,"English Premier League"
"N. Stark","Right",25,189.82095145876306,75,53,64,69,77,87.69161737102165,35000,5,"German 1. Bundesliga"
"A. Petagna","Left",25,189.54278712431574,61,75,68,76,40,85.28931712448227,54000,37,"Italian Serie A"
"G. Simeone","Right",24,181.17822664103838,76,75,59,76,39,81.32926639354642,29000,9,"Italian Serie A"
"M. Dahoud","Right",24,178.20337984616708,73,66,73,82,64,67.52416162493542,41000,8,"German 1. Bundesliga"
"M. Targett","Left",24,183.10168983424916,72,46,70,70,73,69.9368247929758,40000,18,"English Premier League"
"O. Watkins","Right",24,179.71583756925745,83,73,68,74,46,69.86015689588666,49000,11,"English Premier League"
"Y. Koné","Left",24,174.13638243526634,85,47,64,73,70,71.45926559496884,41000,28,"French Ligue 1"
"Alex Berenguer","Right",24,175.1714359506014,80,72,73,79,63,73.09774706114794,38000,21,"Italian Serie A"
"F. Guilbert","Right",25,178.01169439409696,75,48,67,68,74,69.60016858688186,44000,24,"English Premier League"
"L. Tousart","Right",23,185.32080272281505,59,54,64,61,79,83.3183772685112,31000,29,"German 1. Bundesliga"
"Matheus Pereira","Left",24,175.14889689057435,79,73,74,79,39,73.56229310875185,61000,12,"English Premier League"
"D. Calabria","Right",23,176.47405675832118,73,43,67,72,75,69.75858303374068,27000,2,"Italian Serie A"
"Y. Yazıcı","Left",23,184.62993557479535,66,74,77,78,47,74.4616516332025,28000,12,"French Ligue 1"
"K. Tsimikas","Left",24,179.19392817038275,87,58,70,73,69,67.69503598958232,55000,21,"English Premier League"
"Wesley","Right",23,190.99104726220983,69,76,67,70,38,94.042736622811,49000,9,"English Premier League"
"Lucas Paquetá","Left",22,180.39293254344884,75,74,75,81,59,71.64977720761095,30000,39,"Italian Serie A"
"G. Konan","Left",24,176.34063888618502,79,48,68,77,70,70.73741004506394,20000,3,"French Ligue 1"
"S. Kalu","Right",22,177.7621273588889,87,66,70,78,34,78.76324155775333,26000,10,"French Ligue 1"
"K. Malong","Right",24,180.46404897733535,82,69,70,74,70,79.4572284522666,21000,14,"German 1. Bundesliga"
"Luis Milla","Right",25,174.772239956289,77,60,75,73,70,66.83654102410301,22000,5,"Spain Primera Division"
"Carlos Neva","Left",24,173.85409017657634,78,50,61,70,74,63.656479137275085,20000,15,"Spain Primera Division"
"Santi Mina","Right",24,181.45379966801315,76,74,69,76,53,77.21152525116823,22000,22,"Spain Primera Division"
"S. Fofana","Right",25,183.67385929009578,76,71,70,76,70,76.85977313236586,36000,8,"French Ligue 1"
"H. Diallo","Right",25,185.10193120432095,71,75,52,71,23,74.62388799791599,20000,20,"French Ligue 1"
"David García","Right",26,185.4190209428407,56,37,63,64,76,72.28448143421036,27000,5,"Spain Primera Division"
"Aritz Elustondo","Right",26,180.45048687642742,65,33,58,59,76,71.40832553200157,24000,6,"Spain Primera Division"
"B. Henrichs","Right",23,182.56461871197422,75,53,71,75,73,78.59900818828142,34000,39,"German 1. Bundesliga"
"William","Right",25,171.23806628079126,73,50,69,77,72,66.88386723768097,35000,2,"German 1. Bundesliga"
"Jorge","Left",24,184.3571701077073,75,57,69,77,72,70.40926543713316,34000,28,"French Ligue 1"
"J. Gnagnon","Right",23,182.0197201625677,57,39,57,61,75,88.809398428998,20000,4,"Spain Primera Division"
"D. Kamada","Right",23,179.7948487406894,75,70,73,82,36,72.07891137175467,23000,15,"German 1. Bundesliga"
"A. Rrahmani","Right",26,191.7658770807763,62,51,54,59,78,82.70503841543906,47000,33,"Italian Serie A"
"J. Brooks","Left",27,192.82860292701397,72,39,58,64,77,78.20625017056369,37000,25,"German 1. Bundesliga"
"S. Meïté","Right",26,186.65370366328526,64,59,73,77,72,79.62551459097472,39000,23,"Italian Serie A"
"B. Traoré","Left",24,181.43689106806542,82,71,71,82,47,72.66670643041388,49000,15,"English Premier League"
"G. Laborde","Left",26,181.1724746717709,70,75,69,74,34,78.3355569035871,33000,10,"French Ligue 1"
"Manquillo","Right",26,178.19115922282742,73,44,63,73,74,75.7323317967583,34000,19,"English Premier League"
"I. Amadou","Right",27,182.66026981294797,66,55,65,71,74,81.00524837671144,23000,30,"Spain Primera Division"
"M. Meyer","Right",24,173.0166245904135,67,62,77,80,64,68.17626901345194,42000,7,"English Premier League"
"Diego Llorente","Right",26,185.7861278505912,71,40,62,67,74,75.8300165759208,24000,3,"Spain Primera Division"
"M. Kranevitter","Right",27,178.3426779261752,70,49,71,71,73,67.27734008675505,36000,5,"Mexican Liga MX"
"Kenedy","Left",24,182.29441152238175,76,67,72,80,57,76.96361332901522,22000,24,"Spain Primera Division"
"K. Baldé","Right",25,181.25200861573498,91,74,71,79,30,79.89950773884361,46000,14,"French Ligue 1"
"L. Ajorque","Left",26,196.8072656283278,63,76,58,68,26,81.85512881820519,30000,25,"French Ligue 1"
"V. Muriqi","Left",26,194.25929532485392,60,76,55,68,28,85.89228272293344,53000,94,"Italian Serie A"
"M. Wolf","Right",25,187.77694390756386,79,70,72,75,68,81.1751512952029,45000,27,"German 1. Bundesliga"
"Nacho Vidal","Right",25,180.4171979431966,74,55,69,70,71,74.61038152610512,26000,2,"Spain Primera Division"
"L. Skorupski","Right",29,186.85773619129105,,,,,,84.10836301576798,24000,28,"Italian Serie A"
"D. Praet","Right",26,181.39634873222946,67,70,77,78,61,78.23299691334093,66000,26,"English Premier League"
"J. Lundstram","Right",26,181.25967986726207,64,69,70,71,71,74.04740869532733,34000,7,"English Premier League"
"F. Rønnow","Right",27,190.11446962649165,,,,,,79.72897042890484,20000,32,"German 1. Bundesliga"
"A. Gomis","Right",26,196.356781063846,,,,,,79.97407637662715,12000,16,"French Ligue 1"
"R. Knoche","Right",28,190.1855271585745,51,41,50,49,80,76.68002926940547,28000,31,"German 1. Bundesliga"
"B. Djimsiti","Right",27,189.87186990601603,40,39,59,48,79,82.60230725029452,42000,19,"Italian Serie A"
"E. Pulgar","Right",26,186.57232765458707,61,61,75,74,73,73.75816336769302,42000,78,"Italian Serie A"
"Sergio Herrera","Right",27,191.52180890228104,,,,,,81.69935470286045,22000,1,"Spain Primera Division"
"G. Rodríguez","Right",25,185.46553954560693,56,56,65,63,77,80.07147876471844,20000,21,"Spain Primera Division"
"V. Janssen","Left",26,184.12454545242497,68,76,60,70,32,78.95909100405812,42000,9,"Mexican Liga MX"
"J. Zoet","Right",29,189.46385909470658,,,,,,87.51863223686235,31000,1,"Italian Serie A"
"Pedro Obiang","Right",28,185.32550622577847,57,59,74,73,75,75.13707893552512,29000,14,"Italian Serie A"
"A. Soumaoro","Right",28,187.28586825422357,58,37,55,54,76,91.2512217361529,31000,13,"French Ligue 1"
"C. Piccini","Right",27,188.97056060332412,76,42,64,70,75,85.79371058339615,42000,21,"Italian Serie A"
"R. Fredericks","Right",27,180.50162878035295,92,51,66,73,70,73.81682111055345,34000,24,"English Premier League"
"J. Boëtius","Right",26,178.00746700940542,81,70,73,81,43,73.21400933257851,27000,5,"German 1. Bundesliga"
"N. Füllkrug","Right",27,188.8899708189805,64,77,62,70,38,82.96281249979617,29000,11,"German 1. Bundesliga"
"M. Weiser","Right",26,177.36971793092766,70,62,74,82,72,70.68240148128596,47000,23,"German 1. Bundesliga"
"J. Lukaku","Left",25,177.11502163736168,91,61,70,80,71,86.14814449389682,47000,5,"Italian Serie A"
"R. Quaison","Right",26,183.1112496428614,75,77,68,79,44,77.0419722437668,29000,7,"German 1. Bundesliga"
"Y. Bounou","Left",29,192.29943202174755,,,,,,77.7117348239649,20000,13,"Spain Primera Division"
"Paulo Oliveira","Right",28,186.55969345097355,61,35,51,61,77,81.76912480480873,25000,4,"Spain Primera Division"
"M. Elneny","Right",27,180.83489753216907,55,63,72,70,73,74.3513456325441,60000,25,"English Premier League"
"L. Augustinsson","Left",26,181.05229878479648,68,60,75,74,71,72.38980683281436,25000,5,"German 1. Bundesliga"
"D. Yedlin","Right",26,172.49182862940023,92,51,64,75,70,74.56158328889065,34000,22,"English Premier League"
"Jason","Right",25,177.8774980988971,78,74,72,78,49,65.16412076605,30000,23,"Spain Primera Division"
"G. Di Lorenzo","Right",26,183.1067452812343,70,69,71,74,75,83.22392529622319,47000,22,"Italian Serie A"
"M. Samatta","Right",27,183.010981634636,79,76,66,72,32,80.16011757561125,55000,20,"English Premier League"
"J. Gallardo","Left",25,176.31967139053296,82,68,71,75,68,73.28097221198092,37000,17,"Mexican Liga MX"
"B. Lozano","Right",26,166.81944230571165,85,70,72,78,38,66.50839061478948,26000,15,"Mexican Liga MX"
"Negredo","Left",34,186.42960759908954,63,78,64,70,36,85.99864608816291,31000,18,"Spain Primera Division"
"Soldado","Right",35,179.54059405262808,54,78,71,73,44,74.43980151663338,21000,9,"Spain Primera Division"
"R. Sambueza","Left",36,173.71503589208874,66,71,78,77,47,72.15964811261179,16000,14,"Mexican Liga MX"
"Dante","Left",36,189.04046143104236,33,51,67,62,78,90.66632140058397,21000,4,"French Ligue 1"
"D. Abraham","Right",33,188.9503385813561,74,55,59,52,77,81.81489038898495,25000,19,"German 1. Bundesliga"
"T. Walcott","Right",31,176.23680348661398,86,70,69,78,39,68.43148783151472,66000,11,"English Premier League"
"J. Rodriguez","Right",30,185.38700275242448,71,77,68,72,42,84.15788097914906,53000,19,"English Premier League"
"F. Forster","Right",32,200.78786087165847,,,,,,93.44540835351947,36000,44,"English Premier League"
"J. Tomkins","Right",31,192.24449420214017,37,32,57,53,78,74.354814003346,44000,5,"English Premier League"
"Joselu","Right",30,192.45941609976265,56,77,67,71,30,79.69748593763367,26000,9,"Spain Primera Division"
"A. Oukidja","Right",31,184.38303806125725,,,,,,80.27513695831237,15000,16,"French Ligue 1"
"M. Schneiderlin","Right",30,185.22062201616623,54,60,71,70,75,74.53864746910628,30000,6,"French Ligue 1"
"M. Layún","Right",32,177.89099584032095,77,71,70,75,73,70.65368441244104,36000,19,"Mexican Liga MX"
"Marcelo","Right",33,190.54463878652814,44,46,58,53,75,85.25609552008565,48000,6,"French Ligue 1"
"M. Hasebe","Right",36,180.4912834424298,58,51,76,71,78,72.3088147580963,18000,20,"German 1. Bundesliga"
"M. Cáceres","Right",33,179.74839258816073,72,51,63,68,78,77.59558152075746,42000,22,"Italian Serie A"
"C. Clark","Left",30,184.83427935209676,51,53,53,54,78,87.55274096150808,34000,2,"English Premier League"
"M. Albrighton","Right",30,175.10297319400595,68,68,76,77,59,73.53433735626098,66000,11,"English Premier League"
"M. Sakho","Left",30,186.75822827990726,50,33,65,54,76,82.9433976688084,44000,12,"English Premier League"
"O. Karnezis","Right",34,189.5899911097077,,,,,,80.79334559178764,24000,1,"French Ligue 1"
"N. Petersen","Right",31,188.26371426860706,54,79,59,65,45,79.75508067469995,27000,18,"German 1. Bundesliga"
"R. Thomas","Left",32,193.20568730980742,36,33,54,47,78,84.26021661957009,21000,24,"French Ligue 1"
"M. Darmian","Right",30,182.05737793098166,67,58,67,73,77,69.59613792071747,28000,36,"Italian Serie A"
"Adrien Silva","Right",31,175.22843112625938,53,73,77,75,69,68.59173830859515,66000,23,"English Premier League"
"A. Poli","Right",30,181.6355821563403,68,65,75,78,73,76.97755984195268,28000,16,"Italian Serie A"
"O. Toprak","Right",30,186.14915132469142,70,37,60,67,78,83.03233591660842,25000,21,"German 1. Bundesliga"
"T. Gebre Selassie","Right",33,180.63514543182305,66,51,70,75,76,70.60962983537894,25000,23,"German 1. Bundesliga"
"J. Ward","Right",30,188.03372796911967,61,52,67,66,78,82.85381004872369,44000,2,"English Premier League"
"K. Asamoah","Left",31,172.53158066894125,71,68,76,79,77,75.14980494457873,74000,18,"Italian Serie A"
"J. McCarthy","Right",29,180.46311561426205,57,60,74,73,75,71.80820585703191,46000,22,"English Premier League"
"R. Boudebouz","Left",30,177.04210367178752,68,76,78,78,40,74.01335409623167,30000,7,"French Ligue 1"
"A. Mehmedi","Right",29,182.99597411944035,69,76,71,80,44,78.39303256248003,45000,14,"German 1. Bundesliga"
"J. Wilshere","Left",28,171.63181480572382,63,67,79,80,63,67.89829357007265,39000,19,"English Premier League"
"D. Le Tallec","Right",30,186.64691023613665,61,62,69,70,77,80.0038287344354,28000,14,"French Ligue 1"
"L. Chichizola","Right",30,185.30357818716968,,,,,,79.84619463511211,20000,25,"Spain Primera Division"
"D. Ginczek","Right",29,189.7891772832094,69,77,51,67,38,85.17307648011962,45000,33,"German 1. Bundesliga"
"M. Plattenhardt","Left",28,180.90371877005117,66,56,76,74,73,78.33800007290104,38000,21,"German 1. Bundesliga"
"F. Klos","Right",32,193.80248713339577,64,76,63,64,40,93.08185865019205,27000,9,"German 1. Bundesliga"
"R. Hamouma","Right",33,177.94162739152023,69,73,76,78,42,75.67275473930042,30000,21,"French Ligue 1"
"M. Gonalons","Right",31,186.88417807194952,53,61,70,68,75,75.85232079975194,23000,4,"Spain Primera Division"
"D. Pröpper","Right",28,184.91516105187327,60,70,76,77,66,78.72886860877308,53000,24,"English Premier League"
"M. Braithwaite","Right",29,177.27513487206267,80,75,70,77,35,73.0907195116179,125000,19,"Spain Primera Division"
"W. Khazri","Right",29,181.54322509201072,71,79,76,79,42,76.48430030412234,34000,10,"French Ligue 1"
"Adrián","Right",33,190.47349548799082,,,,,,79.5268521327886,52000,13,"English Premier League"
"T. Cairney","Left",29,186.0700345551695,63,72,77,77,60,84.37196758764014,85000,10,"English Premier League"
"A. Finnbogason","Right",31,184.3535112834854,61,81,62,74,33,80.08474535540005,29000,27,"German 1. Bundesliga"
"Joel Robles","Right",30,194.60979775517987,,,,,,89.82592545206346,17000,1,"Spain Primera Division"
"D. Pabón","Right",32,174.3431140895156,84,77,73,75,38,74.29943600674981,39000,8,"Mexican Liga MX"
"Tomás Pina","Right",32,184.30360792148116,47,66,72,73,73,78.43977021497663,24000,8,"Spain Primera Division"
"O. Murillo","Left",32,183.78724091716407,67,39,56,52,77,82.92386851721426,17000,23,"Mexican Liga MX"
"Nolito","Right",33,174.50750078488224,66,75,75,76,45,65.46182234367186,25000,9,"Spain Primera Division"
"M. Uth","Left",28,185.46504628698918,72,78,71,76,40,72.36001358791943,28000,7,"German 1. Bundesliga"
"Cédric","Right",28,171.6520999734431,76,65,70,75,72,66.9420049842422,63000,17,"English Premier League"
"M. Badelj","Right",31,185.88623585794866,52,63,75,72,74,80.01874263167565,16000,47,"Italian Serie A"
"N. Sansone","Right",28,172.7469308195189,78,76,72,79,44,62.82751535258078,32000,10,"Italian Serie A"
"E. Bičakčić","Right",30,184.8141913695731,62,37,49,46,77,84.57348550179654,29000,4,"German 1. Bundesliga"
"J. Gouweleeuw","Right",28,187.5077615097937,71,58,66,63,79,77.81537309454707,26000,6,"German 1. Bundesliga"
"S. Armstrong","Right",28,182.53073624829744,73,76,74,75,65,74.8445719551963,50000,17,"English Premier League"
"G. Defrel","Left",29,179.31971353953688,82,77,68,81,36,76.97554325326944,35000,92,"Italian Serie A"
"R. Ibarra","Right",29,175.2528347265254,92,65,70,77,53,68.91117057962185,15000,8,"Mexican Liga MX"
"Toño García","Left",30,178.7330827202252,80,64,74,77,68,69.36841184493302,21000,3,"Spain Primera Division"
"Clerc","Left",28,182.1167867743038,86,58,68,75,70,68.91574933093793,22000,19,"Spain Primera Division"
"S. Andersson","Right",28,189.72692999875903,63,76,54,69,31,85.55764762997444,30000,9,"German 1. Bundesliga"
"Marçal","Left",31,178.03237613875578,75,56,70,71,75,72.455819302342,60000,5,"English Premier League"
"T. Strobl","Right",30,187.61884848893848,53,49,66,58,78,86.8397930544462,25000,33,"German 1. Bundesliga"
"G. Pizarro","Right",30,185.3917172759971,52,63,71,69,74,74.1586544635483,39000,19,"Mexican Liga MX"
"Óscar Plano","Left",29,179.64086799734977,85,70,74,75,54,72.41041307407961,21000,10,"Spain Primera Division"
"D. Lazović","Right",29,181.4547204046827,85,69,72,77,61,66.14392384589955,27000,8,"Italian Serie A"
"Hernâni","Left",28,177.68234592588612,91,68,68,81,29,69.28124514852585,25000,8,"Spain Primera Division"
"F. Tait","Right",27,174.93736487936764,73,70,74,79,33,69.74606748895829,41000,20,"French Ligue 1"
"L. Quiñones","Left",29,178.25310465407196,91,69,69,77,35,64.98173362268365,44000,23,"Mexican Liga MX"
"M. Sportiello","Right",28,192.1884570176034,,,,,,86.7215702477059,36000,57,"Italian Serie A"
"J. Palomino","Left",30,188.24156227210398,49,32,55,58,78,87.01570415562793,42000,6,"Italian Serie A"
"Andrei Girotto","Right",28,185.52198663188528,58,66,66,68,78,79.15487732273243,24000,20,"French Ligue 1"
"Jorge Miramón","Right",31,174.86353540377985,73,58,74,69,72,73.71988663216449,21000,20,"Spain Primera Division"
"D. Brašanac","Right",28,177.5426775737251,58,70,73,73,72,72.78845590143226,31000,8,"Spain Primera Division"
"T. Kubo","Left",19,172.6954255631201,82,66,68,83,39,66.64389173641665,16000,16,"Spain Primera Division"
"Riqui Puig","Right",20,168.8504233729985,68,59,75,81,56,55.639551802936424,77000,28,"Spain Primera Division"
"B. Saka","Left",18,177.7086719644272,84,61,71,78,55,65.49284492850929,22000,7,"English Premier League"
"A. Lunin","Right",21,191.95873042856633,,,,,,86.9638288011655,50000,29,"Spain Primera Division"
"M. Caqueret","Right",20,174.27109238817582,72,58,71,77,68,63.356041957156755,37000,25,"French Ligue 1"
"J. Dilrosun","Left",22,174.01153392935558,84,65,65,81,44,74.1199935411018,33000,16,"German 1. Bundesliga"
"R. Sessegnon","Left",20,178.20104702524958,86,67,69,75,65,70.60848596227446,50000,19,"English Premier League"
